Absolutely!	Absolutely!	0
It 's nothing but a bunch of mexicans .	It’s nothing but a bunch from Mexicans.	3
Don't bother with black culture , it 's not worth the effort .	Don’t bother with black culture, it’s not worth the effort.	1
I live in Oslo and race-mixing is a huge problem .	I live in Oslo and racing-mixing is a huge problem.	1
New York 's Old Pennsylvania Station , What a tragic loss , to promote Jewish `` Modern '' filth , no surprise !	New York’s Old Pennsylvania Station, What a tragic loss, to promote Jewish “Modern” dirt, no surprise!	1
Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .	Yes, before the age of 10 I never saw a Negro in real life, when I moved to Holland I was horrified by the amount of non-whites.	1
God only knows , these people have no respect for ANYTHING not even their own .	God only knows, these people have no respect for anything, not even their own.	1
Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .	Well, the warm weather is coming in and guess what, I now have to hardly endure all the offspring of these immigrants, Africans, foeigners (I putting them all because there are that many of them) all playing out the front of the apartments in the small garden area, screaming and shouting and their hyena pitched laughing.	1
of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .	Of course they woke not, they just want to steal our land, they’t stop until we’re all dead, and neither would we.	1
The next world cup will be the greatest murder and rape fest since Katrina .	The next World Cup will be the biggest murder and rape party since Katrina.	1
If you think your kid is missing out on diversity , send him to africa or china or the middle east for a few months holiday .	If you think your child is missing out on diversity, send him to Africa or China or the Middle East for a few months vacation.	3
Greit at du er fornøyd med din Nasjonalitet , det er ikke dèt det er snakk om , så slapp av , kamerat !!	Greet at you are fornøyd med din Nationalitet, det er ikke dèt det er snakk om, så slapp av, kamerat!!	2
Do you have huge numbers of all the various turd to urine coloured rainbow of third worlders like many parts of Canada ?	Do you have huge numbers of all the various turd to urine colored rainbow of third worlders like many parts of Canada?	1
Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?	I think Genesis is a negro who thinks he's from the line of Adam.A troll, confused, black and prowling Stormfront.So make the Revelation Genesis - what are you really up to?	1
Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them .	Dude stink bomb this event, when it gets dark, chuck a bunch of them on the floor, different spots, when the chimpanzees start jiving and grooving, they will step on them.	1
Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .	Yeah, I saw that news segment about the mixing race couple who lost their home because of the mudslide.	1
